Date,Open,High,Low,Close,Adj Close,Volume
2002-07-30,81.75,81.9000015258789,81.5199966430664,81.5199966430664,39.72386932373047,6100
2002-07-31,81.94999694824219,82.80000305175781,81.9000015258789,82.52999877929688,40.21602249145508,29400
2002-08-01,82.54000091552734,83.0199966430664,82.54000091552734,83.0,40.44508361816406,25000
2002-08-02,83.16000366210938,84.0999984741211,82.87999725341797,83.8499984741211,40.8592529296875,52800
2002-08-05,84.04000091552734,84.44000244140625,83.8499984741211,84.22000122070312,41.03955841064453,61100
2002-08-06,83.87000274658203,83.9000015258789,83.22000122070312,83.5,40.6887092590332,64900
2002-08-07,83.5999984741211,84.13999938964844,83.36000061035156,83.69999694824219,40.7861328125,40300
2002-08-08,83.58000183105469,83.7699966430664,83.36000061035156,83.69999694824219,40.7861328125,40900
2002-08-09,84.0,84.87999725341797,84.0,84.87999725341797,41.36112976074219,35900
2002-08-12,85.30000305175781,86.69999694824219,85.13999938964844,85.4000015258789,41.614559173583984,32100
2002-08-13,85.77999877929688,86.47000122070312,85.37000274658203,86.44999694824219,42.1262092590332,75400
2002-08-14,87.45999908447266,87.9000015258789,86.75,86.77999877929688,42.28702926635742,130000
2002-08-15,86.37999725341797,86.5,85.8499984741211,86.0199966430664,41.91667556762695,87100
2002-08-16,86.44000244140625,86.5199966430664,84.81999969482422,85.05999755859375,41.44888687133789,85000
2002-08-19,85.05000305175781,85.33999633789062,84.70999908447266,85.31999969482422,41.575557708740234,47300
2002-08-20,85.62000274658203,86.29000091552734,85.5999984741211,86.2699966430664,42.03847122192383,40800
2002-08-21,85.68000030517578,86.0999984741211,85.62999725341797,85.80999755859375,41.81431579589844,40000
2002-08-22,85.55000305175781,85.55000305175781,85.05999755859375,85.05999755859375,41.44888687133789,34400
2002-08-23,85.19999694824219,85.94999694824219,85.19999694824219,85.9000015258789,41.858219146728516,20100
2002-08-26,85.69999694824219,86.20999908447266,85.66999816894531,85.9800033569336,41.897212982177734,23900
2002-08-27,85.4000015258789,85.68000030517578,85.19999694824219,85.44000244140625,41.63400650024414,301800
2002-08-28,86.04000091552734,86.18000030517578,85.83999633789062,85.87000274658203,41.84360122680664,18100
2002-08-29,86.76000213623047,86.86000061035156,86.3499984741211,86.55999755859375,42.17983627319336,135700
2002-08-30,86.75,87.12999725341797,86.44999694824219,87.08000183105469,42.4332160949707,78100
2002-09-03,87.08000183105469,88.04000091552734,87.0,88.04000091552734,43.085548400878906,102100
2002-09-04,88.02999877929688,88.30000305175781,87.83999633789062,88.0199966430664,43.075775146484375,66300
2002-09-05,88.56999969482422,88.6500015258789,87.37999725341797,88.5,43.31068420410156,648400
2002-09-06,87.97000122070312,88.19000244140625,87.19999694824219,87.45999908447266,42.801727294921875,140000
2002-09-09,87.5,87.83000183105469,87.26000213623047,87.33000183105469,42.738075256347656,83800
2002-09-10,87.16999816894531,88.0,87.0,87.75,42.94361114501953,336000
2002-09-11,87.0,87.30000305175781,86.75,87.29000091552734,42.71855163574219,177700
2002-09-12,87.4800033569336,88.13999938964844,87.47000122070312,87.97000122070312,43.05130386352539,43400
2002-09-13,88.33000183105469,88.94000244140625,88.18000030517578,88.77999877929688,43.44771194458008,155100
2002-09-16,89.19999694824219,89.22000122070312,88.9000015258789,88.93000030517578,43.521121978759766,73000
2002-09-17,88.63999938964844,89.31999969482422,88.36000061035156,89.0999984741211,43.604278564453125,75400
2002-09-18,89.16000366210938,89.55999755859375,89.0199966430664,89.12000274658203,43.614078521728516,196600
2002-09-19,89.69999694824219,89.7699966430664,89.26000213623047,89.72000122070312,43.90773010253906,109900
2002-09-20,89.44999694824219,89.5199966430664,89.05999755859375,89.30000305175781,43.702186584472656,113500
2002-09-23,90.0,90.23999786376953,89.7699966430664,90.0999984741211,44.09364318847656,163200
2002-09-24,90.30000305175781,90.94000244140625,90.20999908447266,90.68000030517578,44.377532958984375,251900
2002-09-25,90.0999984741211,90.36000061035156,89.26000213623047,89.58000183105469,43.8392219543457,127200
2002-09-26,89.05000305175781,89.52999877929688,88.61000061035156,89.37000274658203,43.736446380615234,429000
2002-09-27,89.52999877929688,90.04000091552734,89.4800033569336,90.04000091552734,44.0643196105957,298200
2002-09-30,90.66000366210938,90.9000015258789,90.08000183105469,90.4000015258789,44.24049377441406,297800
2002-10-01,89.16000366210938,89.30000305175781,88.80000305175781,88.94000244140625,43.69178771972656,257500
2002-10-02,89.23999786376953,89.4800033569336,88.83999633789062,89.44999694824219,43.94232177734375,91000
2002-10-03,89.30000305175781,89.51000213623047,88.80000305175781,89.2300033569336,43.834228515625,29900
2002-10-04,88.4000015258789,89.72000122070312,88.4000015258789,89.51000213623047,43.971805572509766,131000
2002-10-07,89.9000015258789,89.95999908447266,89.45999908447266,89.66000366210938,44.04546356201172,433800
2002-10-08,89.5,90.5199966430664,89.36000061035156,89.69000244140625,44.060203552246094,530900
2002-10-09,90.30000305175781,90.37999725341797,89.94999694824219,90.1500015258789,44.28619384765625,402900
2002-10-10,90.16999816894531,90.16999816894531,89.27999877929688,89.44000244140625,43.9373893737793,97100
2002-10-11,89.0999984741211,89.22000122070312,88.05999755859375,88.37999725341797,43.41665267944336,421800
2002-10-14,88.5,88.55000305175781,88.06999969482422,88.25,43.35279083251953,18300
2002-10-15,87.0,87.30000305175781,86.1500015258789,86.16000366210938,42.326072692871094,297100
2002-10-16,86.5999984741211,86.5999984741211,85.88999938964844,86.19999694824219,42.34575271606445,125200
2002-10-17,85.13999938964844,85.55999755859375,85.06999969482422,85.1500015258789,41.82993698120117,233400
2002-10-18,85.0199966430664,85.38999938964844,84.27999877929688,85.37000274658203,41.93803024291992,459100
2002-10-21,85.5,85.5999984741211,84.5,84.54000091552734,41.53025436401367,134900
2002-10-22,84.8499984741211,84.8499984741211,84.22000122070312,84.30000305175781,41.412384033203125,205000
2002-10-23,84.75,85.19999694824219,84.18000030517578,84.33000183105469,41.4271125793457,127800
2002-10-24,84.16000366210938,85.25,84.08000183105469,85.06999969482422,41.790653228759766,339600
2002-10-25,85.3499984741211,85.55999755859375,85.1500015258789,85.37999725341797,41.942928314208984,146100
2002-10-28,85.55999755859375,85.63999938964844,85.19999694824219,85.26000213623047,41.88397979736328,97800
2002-10-29,85.81999969482422,86.88999938964844,85.7699966430664,86.37000274658203,42.429264068603516,125000
2002-10-30,86.37000274658203,86.68000030517578,86.06999969482422,86.33999633789062,42.414527893066406,31900
2002-10-31,86.05000305175781,86.86000061035156,86.0199966430664,86.7300033569336,42.60612869262695,512700
2002-11-01,86.30000305175781,86.93000030517578,85.25,85.9800033569336,42.42795944213867,125100
2002-11-04,85.4800033569336,85.75,85.25,85.5999984741211,42.24047088623047,342500
2002-11-05,85.5999984741211,85.5999984741211,85.08999633789062,85.2699966430664,42.07758712768555,73800
2002-11-06,85.05000305175781,86.12999725341797,84.91000366210938,85.61000061035156,42.245365142822266,118500
2002-11-07,87.05000305175781,87.7300033569336,86.8499984741211,87.7300033569336,43.291568756103516,147900
2002-11-08,88.4000015258789,88.6500015258789,87.94999694824219,88.44000244140625,43.64188766479492,294700
2002-11-11,88.55000305175781,88.91999816894531,88.4000015258789,88.91999816894531,43.87876510620117,70000
2002-11-12,89.1500015258789,89.1500015258789,88.37000274658203,88.41000366210938,43.6270751953125,494300
2002-11-13,88.44999694824219,88.69000244140625,87.95999908447266,88.5999984741211,43.72087478637695,104700
2002-11-14,87.6500015258789,87.6500015258789,86.76000213623047,86.76000213623047,42.81284713745117,118000
2002-11-15,86.54000091552734,87.2300033569336,86.26000213623047,87.11000061035156,42.98561096191406,110700
2002-11-18,87.0199966430664,87.62999725341797,86.95999908447266,87.5,43.17805862426758,32200
2002-11-19,87.94999694824219,88.2300033569336,87.51000213623047,87.81999969482422,43.33594512939453,51800
2002-11-20,88.19999694824219,88.22000122070312,86.80999755859375,86.95999908447266,42.911537170410156,307400
2002-11-21,86.5,86.5,85.86000061035156,86.12000274658203,42.49705505371094,323200
2002-11-22,86.33000183105469,86.38999938964844,85.87999725341797,86.04000091552734,42.45759582519531,184800
2002-11-25,86.0,86.37999725341797,85.80000305175781,85.87999725341797,42.37861251831055,288200
2002-11-26,86.19999694824219,87.0199966430664,86.1500015258789,86.95999908447266,42.911537170410156,377800
2002-11-27,86.25,86.33000183105469,84.95999908447266,85.0,41.94438171386719,325600
2002-11-29,85.16000366210938,85.62999725341797,85.13999938964844,85.55000305175781,42.215763092041016,31700
2002-12-02,84.36000061035156,85.4000015258789,84.1500015258789,85.23999786376953,42.25490951538086,284900
2002-12-03,85.69999694824219,85.69999694824219,85.12000274658203,85.36000061035156,42.31446075439453,113800
2002-12-04,85.9000015258789,86.0,85.55000305175781,85.80000305175781,42.53256607055664,129000
2002-12-05,85.27999877929688,86.27999877929688,85.26000213623047,86.0199966430664,42.64160919189453,206400
2002-12-06,87.0,87.08999633789062,85.76000213623047,86.16999816894531,42.715965270996094,440500
2002-12-09,86.19999694824219,86.8499984741211,86.16999816894531,86.6500015258789,42.953922271728516,400300
2002-12-10,86.61000061035156,86.93000030517578,86.5,86.87999725341797,43.06793212890625,151600
2002-12-11,87.1500015258789,87.6500015258789,86.95999908447266,87.45999908447266,43.35542297363281,163800
