Date,TCEHY,BABA,MOUTAI,1398.HK,PNGAY,PDD,CICHY,3968.HK,ACGBY,JD,LFC,BACHF,PTR,000333.SZ,XIACF,FOSHAN,600276.SS,CTGDF,002594.SZ,MINDRAY,002415.SZ,NIO,SNP,NTES,BIDU,600900.SS,002352.SZ,601166.SS,002475.SZ,000651.SZ,000001.SZ,002304.SZ,002714.SZ,2359.HK,600030.SS,601601.SS,CSUAY,600031.SS,WXXWY,600309.SS,2202.HK,601633.SS,300015.SZ,600887.SS,BKFCF,AS7.F,6862.HK,300059.SZ
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,-1.7040960310633704,-1.2604105285572926,-4.552202626513703,-0.8264449706760945,-0.3702158930022073,-0.8246426300334829,-2.3282214661674683,0.12121652035714434,-1.1607162201503036,0.6891124818048645,-3.2303331305637353,0.0,0.9978377850005951,-2.493725042484517,-4.081636790548634,-2.3981453567974143,-1.9730874193969308,1.0327568363500197,-0.26986913807507773,-1.2920737228450638,0.766722820191002,2.9569864045651895,0.49003139177893723,-1.229077850534413,-3.1977992547458234,0.5414276296410587,-0.7737558362512245,-0.3463601045437356,-0.8776566223278621,-1.178206170776996,1.837578248493257,1.0492959130553048,-1.1108673717079167,0.10494494130180089,-0.4315418228411876,1.903290661486037,-0.9367697964547065,-1.1142160181812966,0.20451015083617036,1.8786900092651246,-2.911204061928044,-0.3260836522739154,-0.2784801886551193,-0.031496861822761166,0.0,-1.2438996625030996,2.318386359524872,0.6289353519488777
2020-01-06,-0.5302816537167342,-0.16589889877952188,-0.052853674784560586,-1.166668167195484,0.2890237881073161,-1.956466737593231,-0.4651163337532129,-0.9685197516808799,-0.8130059585868269,0.026318297160987752,1.8142183792652156,-2.3255864172618126,3.3901548142642,-1.8194241720845181,1.4184383971608912,-1.698129336078593,-2.16404817925486,-1.0771585237444157,0.4995754625709764,-0.7752852837605,0.702377484546608,-3.916445429160932,0.6989637957254021,-0.18480429674194962,1.5994016000288296,-1.9924602359395134,-0.9142238766545734,-1.1420042516355886,2.226989638414029,-1.818184922743465,-0.6402829359579397,-2.74818221892238,-0.49559691687109375,-2.674318533681772,-0.2364031721160149,-2.574461020873059,0.3546058889679766,-3.2676043140258604,-3.5921890017046287,-3.0558434883505283,-1.3493159270805097,-2.2900745323952387,-2.1579052279543847,-2.0478854990081596,0.0,-0.9631945218153493,-2.265855084323319,0.9374917906330824
2020-01-07,2.0709388818333907,0.4569818574378039,1.5343346779043938,-0.33727099949566,-0.4528667107420092,2.7937114682511854,-1.1682303429945453,-0.12225381615892357,-0.819669923908968,0.8421044600637336,1.3542448523938009,0.0,-0.9555915641625523,1.4860077282129784,-0.3496500290228781,2.2968482940672925,0.9275875629490286,1.0111129245291528,-0.47638389446225565,2.310041465022754,-0.029051661036676016,-11.956523077136378,-0.4681220276007959,1.2250760453025193,0.5590661271052392,-0.05493945467810109,2.306658024176439,0.4018088361471629,0.5249365705409184,2.1858039177070308,0.46865802657460737,1.6844611893802812,3.8184837684897457,-0.161579142034034,1.5007934618468184,1.2694367574506413,-0.11778429295024467,0.11649233367505474,3.9935704705992308,-0.7608722629951172,0.6078957500398865,2.120528771555064,1.6865588778076368,3.409460866171992,0.0,6.857844184464007,3.5548669775212898,-0.061918178805835646
2020-01-08,-0.26114613856858077,0.17001107792408116,-0.5838069670730478,-1.1844261972994665,-0.33085816015366437,-1.7228806120992461,0.23640068601614647,-2.3255784642045083,-0.3673042998907613,-0.05219326180311344,-0.7735598482466001,0.0,-2.062044981158211,0.3962109020607422,0.35087687010102087,0.16037593777748108,-0.22387233906044265,0.42899647174094735,-1.602498914745025,-0.3043714148171466,-0.930230284266002,4.629632559441835,-1.4433996168156025,0.9084658268489335,0.8266312421648014,-0.7696621431946459,-1.193633345017167,-2.051022831834013,-2.454301287384748,2.1984575596502522,-2.857141586106672,3.9920325073020435,1.1513812653084439,-0.26986930070204174,-2.9571978392488867,-1.5093407347536332,-0.9433979256673987,-1.7452161637594614,-0.1535767180420232,-0.9675084809541409,-0.6042227058900052,-1.857922638628768,-0.9696295478326216,0.12440775442907429,0.0,-2.6837733863132422,1.3432914315766609,-3.717463493996181
2020-01-09,1.6716991902894829,1.7339443941728785,1.3380479823277838,1.712325984238627,0.5809177001329433,-2.074074450834298,1.0023572391804867,1.5037543234648876,-0.7373261929573968,1.5665856416983273,1.984409467683429,2.3809576448512293,1.5066587688983624,2.007554071113158,3.8461586555659193,1.525861764796832,2.598009925805722,2.9572831013688217,0.782579270627772,5.38995402986141,1.6725300086242838,2.0648947220246927,1.3658012907845398,2.2234804092736393,2.1983593840555122,0.2216059804908727,0.02683532624587726,0.5107235542430385,6.959302178536647,1.5697626141761691,0.780318543252737,1.4972120288502866,-1.4439238422605931,4.3831796515619015,2.0048080587309434,1.0389685999224567,-0.11903999775275559,1.1249315360351402,-2.5961462915324094,2.046088235370736,1.975673283613196,1.3363112969944126,6.77659765777817,0.931977930484069,4.285723253127472,7.91366500107291,0.29454624096204224,3.0244494247530693
2020-01-10,1.8819386400259868,0.9243408165935927,0.8887429477111476,-0.16835159918720718,-0.37129309704122093,-3.1265801392778103,0.9924097482268026,-0.37037402848205025,1.1141998785424556,0.5398433836383032,0.2779719777597123,0.0,-2.074217366383685,0.908330265050832,-1.0101000370632516,0.15771266789909708,0.7136306715240852,0.36169336859101775,-1.532015026610457,-1.2430187836876903,-0.8369448111261547,1.4450853111279736,-1.185057848623198,0.1595917181025734,2.59122098585036,-0.4975054759711021,0.8856782070163879,0.05081689707951349,-0.575566979714123,-0.18603012371817362,-0.5955948541804218,1.7924572472310565,-2.919477034847814,0.2591034695629506,0.4323823445361203,-1.156818117268834,-1.1919003284234295,1.1709706843236773,-0.8095589869238035,-1.806357013500881,-3.12965124416704,0.32966696429470005,0.7721934282211906,-0.21546238236905138,0.0,0.0,3.6710657920607876,0.6246200691327881
2020-01-13,1.7110678315990169,2.9710020292559864,1.057971407042249,0.6745334854866881,3.1470044141023648,2.42061517308319,1.8497231581201496,1.8587348553519556,0.4591303748634908,3.068270887783722,1.6632016776196883,-2.3255864172618126,0.42753369949623793,0.20003056993329482,6.122443021609968,0.3149286534169116,0.38856639217542643,-3.54037681542488,9.995740749554853,0.4266719392328024,2.5320147117879155,5.413107058025444,0.06571229904980752,3.133567061980281,-1.556985734916463,0.38888219907252775,0.8778824043712278,0.050780954750846055,4.404733179029593,0.014341908608962877,1.7974788943138043,0.5560714339291659,0.6609415013918756,1.4994658612617418,1.6438420366383715,0.9362876826464023,-0.1206258899145485,-1.3310325611143556,1.313690672047943,0.07357999421411046,0.9230724772516564,-0.5476467444442826,-0.5507605129570605,1.758182332866857,0.0,-2.333330412754086,0.5665743587751648,0.4965752531143873
2020-01-14,-1.758752559227831,-1.7311655277413722,-1.5005253920448416,-1.0050252531125068,0.44158718057980284,-3.3799188511585356,-1.2485842060691295,-0.36495748972307346,-1.3711146455084957,-0.049616613947634274,-2.044994908693817,0.0,-0.8320519380510089,-0.38263253137283626,-2.5641002128344392,-2.2160631501167543,-1.5141116227114566,-2.373637689576377,3.5458218341692764,-0.6903880254511318,0.3690031574920441,1.6216200542241166,-1.2805755797218197,-0.17736715648473425,-1.560523904418152,0.6087474142572011,-1.31856486732211,0.2538062841232893,0.8437858957386009,0.071676606207842,-1.353734816567282,-1.7679151557404276,-0.6237733380302642,0.8151684238640048,-1.5787502387546555,0.15458508200708018,-0.36232107617864395,-0.46920331847500035,0.11788094002573911,1.231618255925964,-0.9146297814701584,-1.5418526329991191,-0.7464452934936803,-0.7881256729702022,0.0,0.5233158490824992,0.5633823786757305,-1.9765275734279015
2020-01-15,-0.4281055084551311,-0.6313779415814134,0.42712924783165085,-0.16919764081750643,-1.2789773395157376,1.709620471740187,-0.5747214602192616,-0.732598288118381,1.0194671066183627,-1.2658280581818309,-0.5567107705055063,2.3809576448512293,-0.4878078348673993,-0.634601410580189,3.947372548798166,1.3880977561104983,0.485491394059922,0.5853316497178727,-0.24325592190265521,0.7700481839128751,3.7895941177440022,14.095743955692697,-0.46566767038816625,-0.9257406875493858,-0.45701186827449825,-0.9350961002399174,-1.1223837305253972,-1.31645548139444,4.4704722938633,-1.3035504423324347,-1.4319795217220945,-1.1088305084643582,-1.2443546420013947,0.9094787878682895,-0.9389610501845083,-1.1062520550903259,-2.0606017967229557,-0.23570760715215608,0.3140164803071042,-2.015621621802722,-1.0769168697221219,-1.5659869994197193,-0.33963655509690616,1.6498684702658628,0.0,1.8334111800205606,-1.2605008208832968,-0.7561454765171871
